"","ALLSKY_SFC_SW_DWN","Zone","DATE"
"25296",7.67,"Northwest","2020-02-11"
"25297",4.72,"Northwest","2020-02-12"
"25298",9.19,"Northwest","2020-02-13"
"25299",6.73,"Northwest","2020-02-14"
"25300",3.18,"Northwest","2020-02-15"
"25301",10.32,"Northwest","2020-02-16"
"25302",5.87,"Northwest","2020-02-17"
"25303",5.29,"Northwest","2020-02-18"
"25304",9.08,"Northwest","2020-02-19"
"25305",10.82,"Northwest","2020-02-20"
"25306",11.17,"Northwest","2020-02-21"
"25307",11.88,"Northwest","2020-02-22"
"25308",4.4,"Northwest","2020-02-23"
"25309",9.68,"Northwest","2020-02-24"
"25310",8.16,"Northwest","2020-02-25"
"25311",8.71,"Northwest","2020-02-26"
"25312",8.1,"Northwest","2020-02-27"
"25313",6.43,"Northwest","2020-02-28"
"25314",13.67,"Northwest","2020-02-29"
"25315",8.3,"Northwest","2020-03-01"
"25316",6.63,"Northwest","2020-03-02"
"25317",6.04,"Northwest","2020-03-03"
"25318",11.71,"Northwest","2020-03-04"
"25319",4.63,"Northwest","2020-03-05"
"25320",16.73,"Northwest","2020-03-06"
"25321",11.54,"Northwest","2020-03-07"
"25322",11.45,"Northwest","2020-03-08"
"25323",5.99,"Northwest","2020-03-09"
"25324",17.16,"Northwest","2020-03-10"
"25325",14.65,"Northwest","2020-03-11"
"25326",4.19,"Northwest","2020-03-12"
"25327",7.7,"Northwest","2020-03-13"
"25328",16.84,"Northwest","2020-03-14"
"25329",16.56,"Northwest","2020-03-15"
"25330",6.69,"Northwest","2020-03-16"
"25331",15.13,"Northwest","2020-03-17"
"25332",13.39,"Northwest","2020-03-18"
"25333",4.14,"Northwest","2020-03-19"
"25334",17.56,"Northwest","2020-03-20"
"25335",19.92,"Northwest","2020-03-21"
"25336",13.88,"Northwest","2020-03-22"
"25337",15.91,"Northwest","2020-03-23"
"25338",16.51,"Northwest","2020-03-24"
"25339",7.26,"Northwest","2020-03-25"
"25340",20,"Northwest","2020-03-26"
"25341",18.1,"Northwest","2020-03-27"
"25342",18.27,"Northwest","2020-03-28"
"25343",3.95,"Northwest","2020-03-29"
"25344",20.89,"Northwest","2020-03-30"
"25345",14.97,"Northwest","2020-03-31"
"25346",20.26,"Northwest","2020-04-01"
"25347",20.87,"Northwest","2020-04-02"
"25348",20.49,"Northwest","2020-04-03"
"25349",16.66,"Northwest","2020-04-04"
"25350",21.48,"Northwest","2020-04-05"
"25351",19.19,"Northwest","2020-04-06"
"25352",5.03,"Northwest","2020-04-07"
"25353",10.4,"Northwest","2020-04-08"
"25354",13.96,"Northwest","2020-04-09"
"25355",23.55,"Northwest","2020-04-10"
"25356",14.98,"Northwest","2020-04-11"
"25357",16.46,"Northwest","2020-04-12"
"25358",8.68,"Northwest","2020-04-13"
"25359",17.33,"Northwest","2020-04-14"
"25360",21.65,"Northwest","2020-04-15"
"25361",19.09,"Northwest","2020-04-16"
"25362",24.98,"Northwest","2020-04-17"
"25363",8.39,"Northwest","2020-04-18"
"25364",25.09,"Northwest","2020-04-19"
"25365",21.84,"Northwest","2020-04-20"
"25366",24.23,"Northwest","2020-04-21"
"25367",26.17,"Northwest","2020-04-22"
"25368",19.51,"Northwest","2020-04-23"
"25369",21.65,"Northwest","2020-04-24"
"25370",24.23,"Northwest","2020-04-25"
"25371",27.04,"Northwest","2020-04-26"
"25372",20.91,"Northwest","2020-04-27"
"25373",14.52,"Northwest","2020-04-28"
"25374",16.6,"Northwest","2020-04-29"
"25375",27.1,"Northwest","2020-04-30"
"25376",25.27,"Northwest","2020-05-01"
"25377",14.13,"Northwest","2020-05-02"
"25378",13.15,"Northwest","2020-05-03"
"25379",28.94,"Northwest","2020-05-04"
"25380",27.42,"Northwest","2020-05-05"
"25381",27.92,"Northwest","2020-05-06"
"25382",20.13,"Northwest","2020-05-07"
"25383",19,"Northwest","2020-05-08"
"25384",19.81,"Northwest","2020-05-09"
"25385",18.23,"Northwest","2020-05-10"
"25386",28.01,"Northwest","2020-05-11"
"25387",29.43,"Northwest","2020-05-12"
"25388",25.38,"Northwest","2020-05-13"
"25389",7.1,"Northwest","2020-05-14"
"25390",18.76,"Northwest","2020-05-15"
"25391",24.37,"Northwest","2020-05-16"
"25392",24.32,"Northwest","2020-05-17"
"25393",20.67,"Northwest","2020-05-18"
"25394",29.44,"Northwest","2020-05-19"
"25395",28.59,"Northwest","2020-05-20"
"25396",27.7,"Northwest","2020-05-21"
"25397",28.43,"Northwest","2020-05-22"
"25398",23.69,"Northwest","2020-05-23"
"25399",23.78,"Northwest","2020-05-24"
"25400",15.83,"Northwest","2020-05-25"
"25401",14.27,"Northwest","2020-05-26"
"25402",13.38,"Northwest","2020-05-27"
"25403",9.12,"Northwest","2020-05-28"
"25404",12.1,"Northwest","2020-05-29"
"25405",21.66,"Northwest","2020-05-30"
"25406",29.22,"Northwest","2020-05-31"
"25407",17.28,"Northwest","2020-06-01"
"25408",21.29,"Northwest","2020-06-02"
"25409",24.24,"Northwest","2020-06-03"
"25410",21.04,"Northwest","2020-06-04"
"25411",14.35,"Northwest","2020-06-05"
"25412",24.36,"Northwest","2020-06-06"
"25413",11.68,"Northwest","2020-06-07"
"25414",16.98,"Northwest","2020-06-08"
"25415",23.36,"Northwest","2020-06-09"
"25416",9.57,"Northwest","2020-06-10"
"25417",15.2,"Northwest","2020-06-11"
"25418",22.71,"Northwest","2020-06-12"
"25419",31.06,"Northwest","2020-06-13"
"25420",31.03,"Northwest","2020-06-14"
"25421",30.09,"Northwest","2020-06-15"
"25422",22.22,"Northwest","2020-06-16"
"25423",29.48,"Northwest","2020-06-17"
"25424",29.76,"Northwest","2020-06-18"
"25425",20.19,"Northwest","2020-06-19"
"25426",8.19,"Northwest","2020-06-20"
"25427",26.96,"Northwest","2020-06-21"
"25428",19.37,"Northwest","2020-06-22"
"25429",12.62,"Northwest","2020-06-23"
"25430",23.62,"Northwest","2020-06-24"
"25431",27.72,"Northwest","2020-06-25"
"25432",15.67,"Northwest","2020-06-26"
"25433",28.54,"Northwest","2020-06-27"
"25434",29.38,"Northwest","2020-06-28"
"25435",25.23,"Northwest","2020-06-29"
"25436",23.4,"Northwest","2020-06-30"
"25437",28.39,"Northwest","2020-07-01"
"25438",27.05,"Northwest","2020-07-02"
"25439",27.46,"Northwest","2020-07-03"
"25440",24.89,"Northwest","2020-07-04"
"25441",20.86,"Northwest","2020-07-05"
"25442",20.44,"Northwest","2020-07-06"
"25443",24.17,"Northwest","2020-07-07"
"25444",21.48,"Northwest","2020-07-08"
"25445",20.23,"Northwest","2020-07-09"
"25446",18.68,"Northwest","2020-07-10"
"25447",18.2,"Northwest","2020-07-11"
"25448",24.36,"Northwest","2020-07-12"
"25449",28.76,"Northwest","2020-07-13"
"25450",8.6,"Northwest","2020-07-14"
"25451",26.62,"Northwest","2020-07-15"
"25452",18.65,"Northwest","2020-07-16"
"25453",26.6,"Northwest","2020-07-17"
"25454",10.26,"Northwest","2020-07-18"
"25455",16.98,"Northwest","2020-07-19"
"25456",18.63,"Northwest","2020-07-20"
"25457",11.08,"Northwest","2020-07-21"
"25458",21.31,"Northwest","2020-07-22"
"25459",28.49,"Northwest","2020-07-23"
"25460",26.75,"Northwest","2020-07-24"
"25461",11.86,"Northwest","2020-07-25"
"25462",17.66,"Northwest","2020-07-26"
"25463",25.77,"Northwest","2020-07-27"
"25464",18.07,"Northwest","2020-07-28"
"25465",19.61,"Northwest","2020-07-29"
"25466",24.56,"Northwest","2020-07-30"
"25467",27.1,"Northwest","2020-07-31"
"25468",20.64,"Northwest","2020-08-01"
"25469",18.58,"Northwest","2020-08-02"
"25470",19.07,"Northwest","2020-08-03"
"25471",19.28,"Northwest","2020-08-04"
"25472",26.17,"Northwest","2020-08-05"
"25473",24.02,"Northwest","2020-08-06"
"25474",25.17,"Northwest","2020-08-07"
"25475",10.54,"Northwest","2020-08-08"
"25476",12.95,"Northwest","2020-08-09"
"25477",16.46,"Northwest","2020-08-10"
"25478",25.75,"Northwest","2020-08-11"
"25479",24.4,"Northwest","2020-08-12"
"25480",23.87,"Northwest","2020-08-13"
"25481",18.98,"Northwest","2020-08-14"
"25482",21.91,"Northwest","2020-08-15"
"25483",21.07,"Northwest","2020-08-16"
"25484",21.6,"Northwest","2020-08-17"
"25485",16.05,"Northwest","2020-08-18"
"25486",8.89,"Northwest","2020-08-19"
"25487",16.27,"Northwest","2020-08-20"
"25488",22.99,"Northwest","2020-08-21"
"25489",15.01,"Northwest","2020-08-22"
"25490",16.39,"Northwest","2020-08-23"
"25491",16.57,"Northwest","2020-08-24"
"25492",19.75,"Northwest","2020-08-25"
"25493",2.18,"Northwest","2020-08-26"
"25494",20.8,"Northwest","2020-08-27"
"25495",6.25,"Northwest","2020-08-28"
"25496",15.29,"Northwest","2020-08-29"
"25497",15.34,"Northwest","2020-08-30"
"25498",5.29,"Northwest","2020-08-31"
"25499",19.05,"Northwest","2020-09-01"
"25500",15.1,"Northwest","2020-09-02"
"25501",8.63,"Northwest","2020-09-03"
"25502",15.71,"Northwest","2020-09-04"
"25503",20.2,"Northwest","2020-09-05"
"25504",6.98,"Northwest","2020-09-06"
"25505",18.69,"Northwest","2020-09-07"
"25506",14.68,"Northwest","2020-09-08"
"25507",10.74,"Northwest","2020-09-09"
"25508",19.11,"Northwest","2020-09-10"
"25509",19.94,"Northwest","2020-09-11"
"25510",3,"Northwest","2020-09-12"
"25511",16.3,"Northwest","2020-09-13"
"25512",16.32,"Northwest","2020-09-14"
"25513",4.26,"Northwest","2020-09-15"
"25514",15.77,"Northwest","2020-09-16"
"25515",19.25,"Northwest","2020-09-17"
"25516",17.83,"Northwest","2020-09-18"
"25517",5.28,"Northwest","2020-09-19"
"25518",9.06,"Northwest","2020-09-20"
"25519",13.27,"Northwest","2020-09-21"
"25520",16.7,"Northwest","2020-09-22"
"25521",14.85,"Northwest","2020-09-23"
"25522",16.17,"Northwest","2020-09-24"
"25523",5.73,"Northwest","2020-09-25"
"25524",8.89,"Northwest","2020-09-26"
"25525",12.36,"Northwest","2020-09-27"
"25526",6.92,"Northwest","2020-09-28"
"25527",6.99,"Northwest","2020-09-29"
"25528",10.93,"Northwest","2020-09-30"
"25529",10.17,"Northwest","2020-10-01"
"25530",8.13,"Northwest","2020-10-02"
"25531",10.01,"Northwest","2020-10-03"
"25532",11.04,"Northwest","2020-10-04"
"25533",7.66,"Northwest","2020-10-05"
"25534",8,"Northwest","2020-10-06"
"25535",11.13,"Northwest","2020-10-07"
"25536",11.48,"Northwest","2020-10-08"
"25537",5.46,"Northwest","2020-10-09"
"25538",10.5,"Northwest","2020-10-10"
"25539",7.01,"Northwest","2020-10-11"
"25540",2.92,"Northwest","2020-10-12"
"25541",5.56,"Northwest","2020-10-13"
"25542",3.97,"Northwest","2020-10-14"
"25543",4.89,"Northwest","2020-10-15"
"25544",9.69,"Northwest","2020-10-16"
"25545",4.82,"Northwest","2020-10-17"
"25546",9.73,"Northwest","2020-10-18"
"25547",6.38,"Northwest","2020-10-19"
"25548",8.55,"Northwest","2020-10-20"
"25549",4.09,"Northwest","2020-10-21"
"25550",6.3,"Northwest","2020-10-22"
"25551",2.97,"Northwest","2020-10-23"
"25552",6.21,"Northwest","2020-10-24"
"25553",6.3,"Northwest","2020-10-25"
"25554",6.27,"Northwest","2020-10-26"
"25555",4.14,"Northwest","2020-10-27"
"25556",3.8,"Northwest","2020-10-28"
"25557",7.33,"Northwest","2020-10-29"
"25558",8.72,"Northwest","2020-10-30"
"25559",3.62,"Northwest","2020-10-31"
"25560",5.77,"Northwest","2020-11-01"
"25561",7.09,"Northwest","2020-11-02"
"25562",6.79,"Northwest","2020-11-03"
"25563",9.24,"Northwest","2020-11-04"
"25564",8.82,"Northwest","2020-11-05"
"25565",6.31,"Northwest","2020-11-06"
"25566",3.83,"Northwest","2020-11-07"
"25567",7.73,"Northwest","2020-11-08"
"25568",3.97,"Northwest","2020-11-09"
"25569",3.32,"Northwest","2020-11-10"
"25570",3.7,"Northwest","2020-11-11"
"25571",3.53,"Northwest","2020-11-12"
"25572",4.09,"Northwest","2020-11-13"
"25573",4.52,"Northwest","2020-11-14"
"25574",1.72,"Northwest","2020-11-15"
"25575",3.35,"Northwest","2020-11-16"
"25576",4,"Northwest","2020-11-17"
"25577",2.71,"Northwest","2020-11-18"
"25578",3.32,"Northwest","2020-11-19"
"25579",1.97,"Northwest","2020-11-20"
"25580",2.58,"Northwest","2020-11-21"
"25581",2.6,"Northwest","2020-11-22"
"25582",2.75,"Northwest","2020-11-23"
"25583",1.62,"Northwest","2020-11-24"
"25584",1.59,"Northwest","2020-11-25"
"25585",2.64,"Northwest","2020-11-26"
"25586",2.83,"Northwest","2020-11-27"
"25587",4.15,"Northwest","2020-11-28"
"25588",1.59,"Northwest","2020-11-29"
"25589",4.01,"Northwest","2020-11-30"
"25590",6.64,"Northwest","2020-12-01"
"25591",5.47,"Northwest","2020-12-02"
"25592",5.16,"Northwest","2020-12-03"
"25593",4.39,"Northwest","2020-12-04"
"25594",2.91,"Northwest","2020-12-05"
"25595",1.6,"Northwest","2020-12-06"
"25596",2.51,"Northwest","2020-12-07"
"25597",2.32,"Northwest","2020-12-08"
"25598",3.22,"Northwest","2020-12-09"
"25599",2.01,"Northwest","2020-12-10"
"25600",2.25,"Northwest","2020-12-11"
"25601",4.13,"Northwest","2020-12-12"
"25602",2.16,"Northwest","2020-12-13"
"25603",3.05,"Northwest","2020-12-14"
"25604",3.09,"Northwest","2020-12-15"
"25605",2.35,"Northwest","2020-12-16"
"25606",1.5,"Northwest","2020-12-17"
"25607",2.35,"Northwest","2020-12-18"
"25608",3.45,"Northwest","2020-12-19"
"25609",1.23,"Northwest","2020-12-20"
"25610",2.72,"Northwest","2020-12-21"
"25611",1.88,"Northwest","2020-12-22"
"25612",1,"Northwest","2020-12-23"
"25613",3.17,"Northwest","2020-12-24"
"25614",2.31,"Northwest","2020-12-25"
"25615",1.86,"Northwest","2020-12-26"
"25616",2.26,"Northwest","2020-12-27"
"25617",2.74,"Northwest","2020-12-28"
"25618",4.16,"Northwest","2020-12-29"
"25619",2.05,"Northwest","2020-12-30"
"25620",3.31,"Northwest","2020-12-31"
"25621",2.94,"Southwest","2020-01-01"
"25622",3.6,"Southwest","2020-01-02"
"25623",2.88,"Southwest","2020-01-03"
"25624",3.32,"Southwest","2020-01-04"
"25625",2.95,"Southwest","2020-01-05"
"25626",2.53,"Southwest","2020-01-06"
"25627",3.57,"Southwest","2020-01-07"
"25628",4.22,"Southwest","2020-01-08"
"25629",4.75,"Southwest","2020-01-09"
"25630",1.67,"Southwest","2020-01-10"
"25631",1.41,"Southwest","2020-01-11"
"25632",4.32,"Southwest","2020-01-12"
"25633",2.05,"Southwest","2020-01-13"
"25634",1.14,"Southwest","2020-01-14"
"25635",2.49,"Southwest","2020-01-15"
"25636",4.23,"Southwest","2020-01-16"
"25637",6.79,"Southwest","2020-01-17"
"25638",1.39,"Southwest","2020-01-18"
"25639",5.33,"Southwest","2020-01-19"
"25640",6.85,"Southwest","2020-01-20"
"25641",4.88,"Southwest","2020-01-21"
"25642",5.16,"Southwest","2020-01-22"
"25643",4.5,"Southwest","2020-01-23"
"25644",4.63,"Southwest","2020-01-24"
"25645",2.84,"Southwest","2020-01-25"
"25646",3.2,"Southwest","2020-01-26"
"25647",3.18,"Southwest","2020-01-27"
"25648",5.34,"Southwest","2020-01-28"
"25649",8.6,"Southwest","2020-01-29"
"25650",7.35,"Southwest","2020-01-30"
"25651",4.18,"Southwest","2020-01-31"
"25652",4.68,"Southwest","2020-02-01"
"25653",4.66,"Southwest","2020-02-02"
"25654",9.35,"Southwest","2020-02-03"
"25655",6.68,"Southwest","2020-02-04"
"25656",10.58,"Southwest","2020-02-05"
"25657",5.37,"Southwest","2020-02-06"
"25658",9.14,"Southwest","2020-02-07"
"25659",10.74,"Southwest","2020-02-08"
"25660",6.54,"Southwest","2020-02-09"
"25661",5.27,"Southwest","2020-02-10"
"25662",4.55,"Southwest","2020-02-11"
"25663",8.95,"Southwest","2020-02-12"
"25664",7.52,"Southwest","2020-02-13"
"25665",7.01,"Southwest","2020-02-14"
"25666",10.16,"Southwest","2020-02-15"
"25667",6.35,"Southwest","2020-02-16"
"25668",13.64,"Southwest","2020-02-17"
"25669",3.78,"Southwest","2020-02-18"
"25670",6.57,"Southwest","2020-02-19"
"25671",12.15,"Southwest","2020-02-20"
"25672",14.78,"Southwest","2020-02-21"
"25673",13.72,"Southwest","2020-02-22"
"25674",13.65,"Southwest","2020-02-23"
"25675",14.18,"Southwest","2020-02-24"
"25676",11.99,"Southwest","2020-02-25"
"25677",6.92,"Southwest","2020-02-26"
"25678",9.6,"Southwest","2020-02-27"
"25679",8.6,"Southwest","2020-02-28"
"25680",10.45,"Southwest","2020-02-29"
"25681",10.95,"Southwest","2020-03-01"
"25682",12.3,"Southwest","2020-03-02"
"25683",5.44,"Southwest","2020-03-03"
"25684",8.92,"Southwest","2020-03-04"
"25685",14.6,"Southwest","2020-03-05"
"25686",7.96,"Southwest","2020-03-06"
"25687",17.22,"Southwest","2020-03-07"
"25688",16.57,"Southwest","2020-03-08"
"25689",10.05,"Southwest","2020-03-09"
"25690",9.39,"Southwest","2020-03-10"
"25691",10.26,"Southwest","2020-03-11"
"25692",14.12,"Southwest","2020-03-12"
"25693",9,"Southwest","2020-03-13"
"25694",8.65,"Southwest","2020-03-14"
"25695",20.33,"Southwest","2020-03-15"
"25696",16.85,"Southwest","2020-03-16"
"25697",14.52,"Southwest","2020-03-17"
"25698",9.12,"Southwest","2020-03-18"
"25699",9.82,"Southwest","2020-03-19"
"25700",5.48,"Southwest","2020-03-20"
"25701",20.54,"Southwest","2020-03-21"
"25702",20.72,"Southwest","2020-03-22"
"25703",8.99,"Southwest","2020-03-23"
"25704",13.95,"Southwest","2020-03-24"
"25705",13.87,"Southwest","2020-03-25"
"25706",5.59,"Southwest","2020-03-26"
"25707",17.93,"Southwest","2020-03-27"
"25708",8.37,"Southwest","2020-03-28"
"25709",8.35,"Southwest","2020-03-29"
"25710",5.82,"Southwest","2020-03-30"
"25711",9.01,"Southwest","2020-03-31"
"25712",22.95,"Southwest","2020-04-01"
"25713",23.25,"Southwest","2020-04-02"
"25714",19.21,"Southwest","2020-04-03"
"25715",16.68,"Southwest","2020-04-04"
"25716",15.44,"Southwest","2020-04-05"
"25717",19.39,"Southwest","2020-04-06"
"25718",10.51,"Southwest","2020-04-07"
"25719",10.79,"Southwest","2020-04-08"
"25720",16.16,"Southwest","2020-04-09"
"25721",20.78,"Southwest","2020-04-10"
"25722",19.32,"Southwest","2020-04-11"
"25723",8.56,"Southwest","2020-04-12"
"25724",6.63,"Southwest","2020-04-13"
"25725",16.15,"Southwest","2020-04-14"
"25726",16.24,"Southwest","2020-04-15"
"25727",16.91,"Southwest","2020-04-16"
"25728",20.17,"Southwest","2020-04-17"
"25729",20.76,"Southwest","2020-04-18"
"25730",12.43,"Southwest","2020-04-19"
"25731",25.54,"Southwest","2020-04-20"
"25732",13.3,"Southwest","2020-04-21"
"25733",26.15,"Southwest","2020-04-22"
"25734",18.82,"Southwest","2020-04-23"
"25735",11.43,"Southwest","2020-04-24"
"25736",25.06,"Southwest","2020-04-25"
"25737",18.37,"Southwest","2020-04-26"
"25738",26.14,"Southwest","2020-04-27"
"25739",10.81,"Southwest","2020-04-28"
"25740",4.51,"Southwest","2020-04-29"
"25741",10.14,"Southwest","2020-04-30"
"25742",23.82,"Southwest","2020-05-01"
"25743",8.81,"Southwest","2020-05-02"
"25744",27.73,"Southwest","2020-05-03"
"25745",21.52,"Southwest","2020-05-04"
"25746",25.47,"Southwest","2020-05-05"
"25747",28.07,"Southwest","2020-05-06"
"25748",17.13,"Southwest","2020-05-07"
"25749",23.5,"Southwest","2020-05-08"
"25750",18.07,"Southwest","2020-05-09"
"25751",12.03,"Southwest","2020-05-10"
"25752",19.88,"Southwest","2020-05-11"
"25753",18.64,"Southwest","2020-05-12"
"25754",29.6,"Southwest","2020-05-13"
"25755",9.6,"Southwest","2020-05-14"
"25756",10.85,"Southwest","2020-05-15"
"25757",27.5,"Southwest","2020-05-16"
"25758",11.25,"Southwest","2020-05-17"
"25759",7.65,"Southwest","2020-05-18"
"25760",14.64,"Southwest","2020-05-19"
"25761",29.12,"Southwest","2020-05-20"
"25762",30.3,"Southwest","2020-05-21"
"25763",27.97,"Southwest","2020-05-22"
"25764",27.34,"Southwest","2020-05-23"
"25765",16.23,"Southwest","2020-05-24"
"25766",26.01,"Southwest","2020-05-25"
"25767",22.9,"Southwest","2020-05-26"
"25768",23.64,"Southwest","2020-05-27"
"25769",11.7,"Southwest","2020-05-28"
"25770",9.87,"Southwest","2020-05-29"
"25771",14.59,"Southwest","2020-05-30"
"25772",25.03,"Southwest","2020-05-31"
"25773",28.49,"Southwest","2020-06-01"
"25774",19.67,"Southwest","2020-06-02"
"25775",23.31,"Southwest","2020-06-03"
"25776",26.93,"Southwest","2020-06-04"
"25777",23.77,"Southwest","2020-06-05"
"25778",27.97,"Southwest","2020-06-06"
"25779",29.48,"Southwest","2020-06-07"
"25780",28.16,"Southwest","2020-06-08"
"25781",28.04,"Southwest","2020-06-09"
"25782",20.1,"Southwest","2020-06-10"
"25783",22.82,"Southwest","2020-06-11"
"25784",28.52,"Southwest","2020-06-12"
"25785",31.76,"Southwest","2020-06-13"
"25786",31.49,"Southwest","2020-06-14"
"25787",31.28,"Southwest","2020-06-15"
"25788",31.42,"Southwest","2020-06-16"
"25789",29.54,"Southwest","2020-06-17"
"25790",29.87,"Southwest","2020-06-18"
"25791",27.74,"Southwest","2020-06-19"
"25792",28.41,"Southwest","2020-06-20"
"25793",23.85,"Southwest","2020-06-21"
"25794",15.79,"Southwest","2020-06-22"
"25795",8.19,"Southwest","2020-06-23"
"25796",17.89,"Southwest","2020-06-24"
"25797",28.12,"Southwest","2020-06-25"
"25798",29.28,"Southwest","2020-06-26"
"25799",18.09,"Southwest","2020-06-27"
"25800",29.19,"Southwest","2020-06-28"
"25801",29,"Southwest","2020-06-29"
"25802",28.68,"Southwest","2020-06-30"
"25803",29.09,"Southwest","2020-07-01"
"25804",29.1,"Southwest","2020-07-02"
"25805",28,"Southwest","2020-07-03"
"25806",29.29,"Southwest","2020-07-04"
"25807",23.74,"Southwest","2020-07-05"
"25808",28.56,"Southwest","2020-07-06"
"25809",25.21,"Southwest","2020-07-07"
"25810",27.96,"Southwest","2020-07-08"
"25811",21.91,"Southwest","2020-07-09"
"25812",17.99,"Southwest","2020-07-10"
"25813",11.83,"Southwest","2020-07-11"
"25814",15.11,"Southwest","2020-07-12"
"25815",16.39,"Southwest","2020-07-13"
"25816",24.36,"Southwest","2020-07-14"
"25817",20.64,"Southwest","2020-07-15"
"25818",7.52,"Southwest","2020-07-16"
"25819",29.28,"Southwest","2020-07-17"
"25820",25.13,"Southwest","2020-07-18"
"25821",10.04,"Southwest","2020-07-19"
"25822",21.91,"Southwest","2020-07-20"
"25823",22.43,"Southwest","2020-07-21"
"25824",11.99,"Southwest","2020-07-22"
"25825",24.39,"Southwest","2020-07-23"
"25826",28.06,"Southwest","2020-07-24"
"25827",26.25,"Southwest","2020-07-25"
"25828",22.75,"Southwest","2020-07-26"
"25829",16.51,"Southwest","2020-07-27"
"25830",26.71,"Southwest","2020-07-28"
"25831",23.44,"Southwest","2020-07-29"
"25832",23.64,"Southwest","2020-07-30"
